AF-P28472-F1-model_v4	AF-P28472-F1-model_v4_TED01	2.70.170.10	2.70.170.10	6.80e-67	96.36	23-240	29-242	4cofB01
AF-P28715-F1-model_v4	AF-P28715-F1-model_v4_TED01	3.40.50.1010	1.10.150.20	3.10e-06	22.01	846-915	7-101_765-987	1mc8A02
AF-P28749-F1-model_v4	AF-P28749-F1-model_v4_TED01	1.10.472.10	1.10.472.10	3.40e-04	84.25	9-128	2-115	4rocA01
AF-P28749-F1-model_v4	AF-P28749-F1-model_v4_TED03	1.10.472.10	1.10.472.10	3.90e-77	97.8	388-568	387-565	4yozA01
AF-P28749-F1-model_v4	AF-P28749-F1-model_v4_TED04	1.10.472.10	1.10.472.10	2.10e-68	67.54	746-886,923-972	567-598_782-891_924-972	4yosA02
AF-P29122-F1-model_v4	AF-P29122-F1-model_v4_TED01	3.30.70.850	3.30.70.850	1.60e-30	86.21	63-149	70-144	1kn6A00
AF-P29122-F1-model_v4	AF-P29122-F1-model_v4_TED02	3.40.50.200	3.40.50.200	1.80e-96	97.59	162-489	166-493	5jxgA01
AF-P29122-F1-model_v4	AF-P29122-F1-model_v4_TED03	2.60.120.260	2.60.120.260	1.60e-41	89.93	490-638	500-633	2id4A02
AF-P29372-F1-model_v4	AF-P29372-F1-model_v4_TED01	3.10.300.10	3.10.300.10	2.60e-86	75.34	80-298	89-253	3ubyA00
AF-P30084-F1-model_v4	AF-P30084-F1-model_v4_TED01	3.90.226.10	3.90.226.10	3.30e-77	97.03	31-232	37-232	2hw5A01
AF-P31249-F1-model_v4	AF-P31249-F1-model_v4_TED01	1.10.10.60	1.10.10.60	3.50e-30	51.4	151-257	202-256	1b72A00
AF-P31273-F1-model_v4	AF-P31273-F1-model_v4_TED01	1.10.10.60	1.10.10.60	2.80e-24	56.84	131-210	157-210_228-242	1b8iA00
AF-P31321-F1-model_v4	AF-P31321-F1-model_v4_TED01	2.60.120.10	2.60.120.10	1.10e-36	96.21	104-234	108-235	4dinB01
AF-P31321-F1-model_v4	AF-P31321-F1-model_v4_TED02	2.60.120.10	2.60.120.10	2.00e-45	87.07	235-381	254-381	5kjzA00
AF-P31327-F1-model_v4	AF-P31327-F1-model_v4_TED01	3.50.30.20	3.50.30.20	4.30e-48	97.45	43-199	46-198	1a9xB01
AF-P31327-F1-model_v4	AF-P31327-F1-model_v4_TED02	3.40.50.880	3.40.50.880	6.70e-24	98.09	205-410	202-409	2a9vD00
AF-P31327-F1-model_v4	AF-P31327-F1-model_v4_TED03	3.40.50.20	3.40.50.20	1.90e-39	91.67	416-534	425-535	1a9xA01
AF-P31327-F1-model_v4	AF-P31327-F1-model_v4_TED04	3.30.1490.20	3.40.50.20	1.90e-39	0.0	416-534	564-626	1a9xA01
AF-P31327-F1-model_v4	AF-P31327-F1-model_v4_TED05	3.30.470.20	3.40.50.20	1.90e-39	0.0	416-534	632-765	1a9xA01
AF-P31327-F1-model_v4	AF-P31327-F1-model_v4_TED06	1.10.1030.10	1.10.1030.10	6.30e-46	64.84	819-968	787-936	1a9xA04
AF-P31327-F1-model_v4	AF-P31327-F1-model_v4_TED07	3.40.50.20	3.40.50.20	4.30e-32	80.15	969-1077	942-1077	1a9xA05
AF-P31327-F1-model_v4	AF-P31327-F1-model_v4_TED08	3.30.470.20	3.40.50.20	1.90e-39	0.0	416-534	1086-1132_1140-1313	1a9xA01
AF-P31751-F1-model_v4	AF-P31751-F1-model_v4_TED01	2.30.29.30	2.30.29.30	2.10e-37	85.6	1-125	7-113	1unqA00
AF-P31751-F1-model_v4	AF-P31751-F1-model_v4_TED02	3.30.200.20	2.30.29.30	2.10e-37	0.0	1-125	150-233_434-450	1unqA00
AF-P31751-F1-model_v4	AF-P31751-F1-model_v4_TED03	1.10.510.10	2.30.29.30	2.10e-37	0.0	1-125	238-420	1unqA00
AF-P32004-F1-model_v4	AF-P32004-F1-model_v4_TED01	2.60.40.10	2.60.40.10	6.40e-17	88.5	21-132	33-133	3p3yA01
AF-P32004-F1-model_v4	AF-P32004-F1-model_v4_TED02	2.60.40.10	2.60.40.10	1.40e-17	91.51	133-238	141-237	3p3yA02
AF-P32004-F1-model_v4	AF-P32004-F1-model_v4_TED03	2.60.40.10	2.60.40.10	1.70e-12	92.47	423-515	425-510	4cbpB02
AF-P32004-F1-model_v4	AF-P32004-F1-model_v4_TED04	2.60.40.10	2.60.40.10	7.90e-11	87.37	516-602	520-610	2yd9A03
AF-P32004-F1-model_v4	AF-P32004-F1-model_v4_TED05	2.60.40.10	2.60.40.10	1.20e-24	76.67	603-722	618-709	1ueyA00
AF-P32004-F1-model_v4	AF-P32004-F1-model_v4_TED06	2.60.40.10	2.60.40.10	3.10e-07	90.91	723-802	720-807	3l5iA01
AF-P32004-F1-model_v4	AF-P32004-F1-model_v4_TED07	2.60.40.10	2.60.40.10	2.90e-22	77.68	803-912	819-859_867-914	1uenA00
AF-P34059-F1-model_v4	AF-P34059-F1-model_v4_TED01	3.40.720.10	3.40.720.10	2.40e-139	87.66	27-423	33-380	4fdiB01
AF-P35125-F1-model_v4	AF-P35125-F1-model_v4_TED01	1.10.8.270	1.10.8.270	1.20e-20	45.33	118-214	2-215	3qyeA02
AF-P35125-F1-model_v4	AF-P35125-F1-model_v4_TED03	3.90.70.10	3.90.70.10	1.20e-62	38.02	513-730	523-641_1312-1406	6ml1A00
AF-P35125-F1-model_v4	AF-P35125-F1-model_v4_TED04	3.10.20.90	3.90.70.10	1.20e-62	4.75	513-730	717-798_1017-1025	6ml1A00
AF-P35270-F1-model_v4	AF-P35270-F1-model_v4_TED01	3.40.50.720	3.40.50.720	1.90e-64	96.9	4-261	9-258	4xwyA00
AF-P35372-F1-model_v4	AF-P35372-F1-model_v4_TED01	1.20.1070.10	1.20.1070.10	2.40e-95	93.69	54-349	68-354	5c1mA00
AF-P35475-F1-model_v4	AF-P35475-F1-model_v4_TED02	3.20.20.80	3.20.20.80	2.70e-131	96.05	44-397	50-389	6i6rA02
AF-P35475-F1-model_v4	AF-P35475-F1-model_v4_TED03	2.60.40.10	2.60.40.10	7.40e-20	84.47	551-653	553-639	6i6rB03
AF-P35498-F1-model_v4	AF-P35498-F1-model_v4_TED01	1.20.120.350	1.20.120.350	8.00e-20	53.24	117-231	20-39_50-245	3rvyA01
AF-P35498-F1-model_v4	AF-P35498-F1-model_v4_TED03	1.20.120.350	1.20.120.350	1.10e-28	75.0	1208-1335	1176-1327	4g80T00
AF-P35498-F1-model_v4	AF-P35498-F1-model_v4_TED05	1.20.120.350	1.20.120.350	5.90e-29	99.19	1530-1653	1530-1652	5ek0C01
AF-P35498-F1-model_v4	AF-P35498-F1-model_v4_TED06	1.10.238.10	1.10.238.10	3.10e-37	76.69	1789-1908	1801-1897_1904-1921	4ovnF01
AF-P35609-F1-model_v4	AF-P35609-F1-model_v4_TED01	1.10.418.10	1.10.418.10	5.50e-41	94.87	30-146	35-145	2r0oB01
AF-P35609-F1-model_v4	AF-P35609-F1-model_v4_TED04	1.10.238.10	1.10.238.10	1.60e-25	89.86	826-894	829-890	6c0aA00
AF-P36021-F1-model_v4	AF-P36021-F1-model_v4_TED01	1.20.1250.20	1.20.1250.20	2.30e-10	90.69	99-298	95-283	2cfqA01
AF-P36021-F1-model_v4	AF-P36021-F1-model_v4_TED02	1.20.1250.20	1.20.1250.20	2.10e-18	94.29	306-515	312-509	1pw4A02
AF-P38117-F1-model_v4	AF-P38117-F1-model_v4_TED01	3.40.50.620	3.40.50.620	4.80e-99	88.63	1-255	6-231	1efvB00
AF-P40189-F1-model_v4	AF-P40189-F1-model_v4_TED01	2.60.40.10	2.60.40.10	7.50e-30	94.12	23-121	26-124	1i1rA01
AF-P40189-F1-model_v4	AF-P40189-F1-model_v4_TED02	2.60.40.10	2.60.40.10	1.90e-29	88.12	122-222	131-219	1bquA01
AF-P40189-F1-model_v4	AF-P40189-F1-model_v4_TED03	2.60.40.10	2.60.40.10	1.20e-28	90.0	223-332	223-321	1bquA02
AF-P40189-F1-model_v4	AF-P40189-F1-model_v4_TED04	2.60.40.10	2.60.40.10	3.10e-22	48.35	427-514	333-514	3l5iA02
AF-P40189-F1-model_v4	AF-P40189-F1-model_v4_TED05	2.60.40.10	2.60.40.10	2.90e-19	92.55	525-612	526-618	3l5iA03
AF-P40692-F1-model_v4	AF-P40692-F1-model_v4_TED01	3.30.565.10	3.30.565.10	3.20e-78	88.32	7-220	14-202	4p7aA01
AF-P40692-F1-model_v4	AF-P40692-F1-model_v4_TED02	3.30.230.10	3.30.230.10	1.10e-37	91.34	221-347	221-336	4p7aA02
AF-P41229-F1-model_v4	AF-P41229-F1-model_v4_TED01	2.60.120.650	2.60.120.650	6.40e-116	66.03	373-640	17-50_61-70_393-450_471-618	5fyzA01
AF-P41229-F1-model_v4	AF-P41229-F1-model_v4_TED02	1.10.150.60	1.10.150.60	7.70e-29	58.06	67-173	102-190	2lm1A00
AF-P42345-F1-model_v4	AF-P42345-F1-model_v4_TED02	1.25.10.10	1.25.10.10	9.40e-29	32.47	356-510,578-810	597-722	4fddA00
AF-P42345-F1-model_v4	AF-P42345-F1-model_v4_TED03	1.25.40.10	1.25.40.10	2.30e-07	19.96	1336-1801	1445-1537	1w3bB00
AF-P42345-F1-model_v4	AF-P42345-F1-model_v4_TED06	1.20.120.150	1.20.120.150	8.30e-44	87.25	2017-2112	2024-2118	4driB00
AF-P42345-F1-model_v4	AF-P42345-F1-model_v4_TED07	1.10.1070.11	1.10.1070.11	1.70e-44	53.43	2288-2482	2260-2435_2493-2546	2x6hA03
AF-P42681-F1-model_v4	AF-P42681-F1-model_v4_TED01	3.30.505.10	3.30.505.10	1.60e-29	87.27	140-249	151-246	2ge9A00
AF-P42681-F1-model_v4	AF-P42681-F1-model_v4_TED02	3.30.200.20	3.30.200.20	1.80e-24	80.21	250-345	269-345	5bq0A01
AF-P42681-F1-model_v4	AF-P42681-F1-model_v4_TED03	1.10.510.10	1.10.510.10	1.80e-52	97.25	346-527	351-527	4hcuA02
AF-P42684-F1-model_v4	AF-P42684-F1-model_v4_TED01	2.30.30.40	2.30.30.40	1.60e-18	77.33	106-163	94-168	5np5A00
AF-P42684-F1-model_v4	AF-P42684-F1-model_v4_TED02	3.30.505.10	3.30.505.10	2.60e-33	85.19	164-271	174-265	4eihA00
AF-P42684-F1-model_v4	AF-P42684-F1-model_v4_TED03	3.30.200.20	3.30.200.20	2.60e-24	89.25	272-364	282-364	1rjbA01
AF-P42684-F1-model_v4	AF-P42684-F1-model_v4_TED04	1.10.510.10	1.10.510.10	2.30e-54	90.21	365-546	372-558	3hmiA02
AF-P42684-F1-model_v4	AF-P42684-F1-model_v4_TED05	1.20.120.330	1.20.120.330	2.30e-33	97.09	1080-1182	1083-1182	2kk1A01
AF-P42685-F1-model_v4	AF-P42685-F1-model_v4_TED01	2.30.30.40	2.30.30.40	2.20e-15	75.95	33-104	45-111	3h0hA00
AF-P42685-F1-model_v4	AF-P42685-F1-model_v4_TED02	3.30.505.10	3.30.505.10	2.80e-32	72.57	105-217	115-196	2dlyA00
AF-P42685-F1-model_v4	AF-P42685-F1-model_v4_TED03	3.30.200.20	3.30.200.20	6.20e-25	89.13	218-309	227-308	1rjbA01
AF-P42685-F1-model_v4	AF-P42685-F1-model_v4_TED04	1.10.510.10	1.10.510.10	4.40e-55	82.47	310-503	314-377_395-490	4hzsA02
AF-P42898-F1-model_v4	AF-P42898-F1-model_v4_TED01	3.20.20.220	3.20.20.220	1.90e-101	93.96	40-337	58-337	6fnuA00
AF-P43251-F1-model_v4	AF-P43251-F1-model_v4_TED01	3.60.110.10	3.60.110.10	6.00e-86	92.76	41-344	58-339	4cyfA01
AF-P43268-F1-model_v4	AF-P43268-F1-model_v4_TED01	1.10.10.10	1.10.10.10	3.30e-45	73.55	319-439	344-432	4bqaA00
AF-P43681-F1-model_v4	AF-P43681-F1-model_v4_TED01	2.70.170.10	2.70.170.10	1.60e-79	96.71	37-246	34-242	5fjvD00
AF-P46087-F1-model_v4	AF-P46087-F1-model_v4_TED02	3.30.70.1170	3.30.70.1170	5.90e-32	55.05	265-373	310-369	1ixkA01
AF-P46087-F1-model_v4	AF-P46087-F1-model_v4_TED03	3.40.50.150	3.40.50.150	2.10e-80	64.85	374-702	373-587	3m6uB02
AF-P46100-F1-model_v4	AF-P46100-F1-model_v4_TED02	3.40.50.10810	3.40.50.10810	3.80e-67	77.66	1527-1817	1543-1768	1z3iX01
AF-P46100-F1-model_v4	AF-P46100-F1-model_v4_TED03	3.40.50.300	3.40.50.300	4.10e-71	65.84	1824-1915,2003-2273	1831-1857_1876-1893_2008-2171_2211-2217_2231-2253	5jxtD00
AF-P46736-F1-model_v4	AF-P46736-F1-model_v4_TED01	3.40.140.10	3.40.140.10	4.80e-61	75.23	5-219	8-47_69-179_207-222	5cw6A00
AF-P46934-F1-model_v4	AF-P46934-F1-model_v4_TED01	3.90.1750.10	2.20.70.10	7.90e-15	0.0	842-878	955-1108_1155-1198	2lajA01
AF-P46934-F1-model_v4	AF-P46934-F1-model_v4_TED02	3.30.2410.10	3.30.2410.10	2.50e-44	90.0	1200-1319	1205-1312	2xbfA03
AF-P48454-F1-model_v4	AF-P48454-F1-model_v4_TED01	3.60.21.10	3.60.21.10	4.20e-180	72.66	3-419	29-331	4or9A00
AF-P48740-F1-model_v4	AF-P48740-F1-model_v4_TED01	2.60.120.290	2.60.120.290	1.10e-34	97.52	20-138	21-140	3demA01
AF-P48740-F1-model_v4	AF-P48740-F1-model_v4_TED02	2.60.120.290	2.60.120.290	2.10e-31	96.52	185-295	184-298	3demA03
AF-P48740-F1-model_v4	AF-P48740-F1-model_v4_TED03	2.10.70.10	2.10.70.10	1.30e-15	91.43	296-364	301-365	4igdA01
AF-P48740-F1-model_v4	AF-P48740-F1-model_v4_TED05	2.40.10.10	2.40.10.10	8.90e-71	90.7	441-698	454-496_506-696	2f83A05
AF-P48742-F1-model_v4	AF-P48742-F1-model_v4_TED01	2.10.110.10	1.10.10.60	9.30e-19	0.0	149-238	2-53	1o4xA02
AF-P48742-F1-model_v4	AF-P48742-F1-model_v4_TED02	2.10.110.10	1.10.10.60	9.30e-19	0.0	149-238	61-127	1o4xA02
AF-P48742-F1-model_v4	AF-P48742-F1-model_v4_TED03	1.10.10.60	1.10.10.60	9.30e-19	50.52	149-238	190-245	1o4xA02
AF-P48751-F1-model_v4	AF-P48751-F1-model_v4_TED01	3.40.930.10	3.40.930.10	5.30e-116	62.65	315-646	322-431_512-609	4ky9P00
AF-P49418-F1-model_v4	AF-P49418-F1-model_v4_TED02	2.30.30.40	2.30.30.40	1.70e-16	84.34	613-695	626-695	1bb9A00
AF-P49759-F1-model_v4	AF-P49759-F1-model_v4_TED01	3.30.200.20	3.30.200.20	3.60e-31	76.79	132-241	156-243	6fylA01
AF-P49759-F1-model_v4	AF-P49759-F1-model_v4_TED02	1.10.510.10	1.10.510.10	7.80e-85	96.71	242-484	247-481	1z57A02
AF-P49761-F1-model_v4	AF-P49761-F1-model_v4_TED01	3.30.200.20	3.30.200.20	6.30e-27	77.67	284-384	299-363_370-386	2eu9A01
AF-P49761-F1-model_v4	AF-P49761-F1-model_v4_TED02	1.10.510.10	1.10.510.10	1.70e-86	94.49	385-638	390-629	2eu9A02
AF-P49815-F1-model_v4	AF-P49815-F1-model_v4_TED05	3.40.50.11210	3.40.50.11210	1.80e-46	88.52	1539-1725	1541-1747	1srqC02
AF-P50221-F1-model_v4	AF-P50221-F1-model_v4_TED01	1.10.10.60	1.10.10.60	2.10e-23	52.58	137-233	181-231	1b72A00
AF-P50749-F1-model_v4	AF-P50749-F1-model_v4_TED01	3.10.20.90	3.10.20.90	1.30e-26	76.84	12-72,156-262	10-68_184-269	3ddcB00
AF-P50897-F1-model_v4	AF-P50897-F1-model_v4_TED01	3.40.50.1820	3.40.50.1820	2.20e-114	70.98	21-306	36-146_214-305	3groA00
AF-P51451-F1-model_v4	AF-P51451-F1-model_v4_TED01	2.30.30.40	2.30.30.40	3.20e-17	72.37	45-117	63-120	2cudA00
AF-P51451-F1-model_v4	AF-P51451-F1-model_v4_TED02	3.30.505.10	3.30.505.10	1.50e-28	81.13	118-223	123-208	5mtmA00
AF-P51451-F1-model_v4	AF-P51451-F1-model_v4_TED03	3.30.200.20	3.30.200.20	1.20e-23	86.96	224-314	235-315	5zj6A01
AF-P51451-F1-model_v4	AF-P51451-F1-model_v4_TED04	1.10.510.10	1.10.510.10	3.20e-50	85.86	315-505	322-387_398-495	2zv7A02
AF-P51531-F1-model_v4	AF-P51531-F1-model_v4_TED01	3.40.50.10810	3.40.5.120	6.90e-09	0.0	594-637	707-954	2ckaA01
AF-P51531-F1-model_v4	AF-P51531-F1-model_v4_TED02	3.40.50.300	3.40.5.120	6.90e-09	0.0	594-637	962-1179_1232-1290	2ckaA01
AF-P51531-F1-model_v4	AF-P51531-F1-model_v4_TED03	1.20.920.10	1.20.920.10	1.00e-32	69.86	1372-1517	1382-1395_1423-1510	2grcA00
AF-P51532-F1-model_v4	AF-P51532-F1-model_v4_TED03	3.40.50.10810	3.40.5.120	4.40e-10	0.0	616-659	734-981	2ckaA01
AF-P51532-F1-model_v4	AF-P51532-F1-model_v4_TED04	3.40.50.300	3.40.5.120	4.40e-10	0.0	616-659	992-1257_1302-1330	2ckaA01
AF-P51532-F1-model_v4	AF-P51532-F1-model_v4_TED05	1.20.920.10	1.20.920.10	2.10e-35	86.72	1451-1578	1457-1567	2h60A00
AF-P51610-F1-model_v4	AF-P51610-F1-model_v4_TED01	2.120.10.80	2.120.10.80	1.10e-26	49.56	14-187	19-279_289-363	2wozA00
AF-P51610-F1-model_v4	AF-P51610-F1-model_v4_TED02	2.60.40.10	2.60.40.10	1.30e-26	48.8	1804-1888	364-403_1811-1833_1851-1888	4go6B01
AF-P51610-F1-model_v4	AF-P51610-F1-model_v4_TED03	2.60.40.10	2.60.40.10	2.20e-49	71.32	1889-2017	1896-1933_1947-2000	4go6B02
AF-P51688-F1-model_v4	AF-P51688-F1-model_v4_TED01	3.40.720.10	3.40.720.10	1.10e-147	77.56	22-480	25-380	4mhxA01
AF-P52292-F1-model_v4	AF-P52292-F1-model_v4_TED01	1.25.10.10	1.25.10.10	5.80e-170	26.2	59-497	79-193	4wv6A00
AF-P52294-F1-model_v4	AF-P52294-F1-model_v4_TED01	1.25.10.10	1.25.10.10	5.20e-179	36.92	84-512	29-54_86-253	2jdqA00
AF-P52294-F1-model_v4	AF-P52294-F1-model_v4_TED02	1.25.10.10	1.25.10.10	5.20e-179	19.35	84-512	424-506	2jdqA00
AF-P52306-F1-model_v4	AF-P52306-F1-model_v4_TED01	1.25.10.10	1.25.10.10	3.40e-25	53.72	1-242	2-131	1xqrA00
AF-P52306-F1-model_v4	AF-P52306-F1-model_v4_TED02	1.25.10.10	1.25.10.10	3.40e-25	41.89	1-242	132-265	1xqrA00
AF-P52306-F1-model_v4	AF-P52306-F1-model_v4_TED03	1.25.10.10	1.25.10.10	2.20e-32	43.84	243-607	273-432	3ifqB00
AF-P52732-F1-model_v4	AF-P52732-F1-model_v4_TED01	3.40.850.10	3.40.850.10	9.60e-135	98.02	16-363	18-368	3zcwA00
AF-P53350-F1-model_v4	AF-P53350-F1-model_v4_TED01	3.30.200.20	1.10.510.10	6.20e-82	30.94	46-321	44-131	4bkyA00
AF-P53350-F1-model_v4	AF-P53350-F1-model_v4_TED02	1.10.510.10	1.10.510.10	6.20e-82	62.32	46-321	137-308	4bkyA00
AF-P53350-F1-model_v4	AF-P53350-F1-model_v4_TED03	3.30.1120.30	1.10.510.10	6.20e-82	0.0	46-321	369-603	4bkyA00
AF-P53597-F1-model_v4	AF-P53597-F1-model_v4_TED01	3.40.50.720	3.40.50.720	3.00e-56	94.44	49-167	47-172	6g4qA01
AF-P53597-F1-model_v4	AF-P53597-F1-model_v4_TED02	3.40.50.261	3.40.50.261	3.50e-63	86.59	168-345	191-346	5tdeB02
AF-P53618-F1-model_v4	AF-P53618-F1-model_v4_TED03	2.60.40.1480	1.25.10.10	7.40e-85	0.0	17-487,551-707	711-825	1gw5B00
AF-P53618-F1-model_v4	AF-P53618-F1-model_v4_TED04	3.30.310.10	1.25.10.10	7.40e-85	0.0	17-487,551-707	829-948	1gw5B00
AF-P54132-F1-model_v4	AF-P54132-F1-model_v4_TED01	3.40.50.300	3.40.50.300	8.70e-75	98.17	640-858	641-855	4o3mA01
AF-P54132-F1-model_v4	AF-P54132-F1-model_v4_TED02	3.40.50.300	3.40.50.300	1.40e-73	99.53	859-1072	859-1071	4o3mA02
AF-P54132-F1-model_v4	AF-P54132-F1-model_v4_TED03	1.10.10.10	1.10.10.10	4.00e-37	88.62	1073-1194	1072-1093_1106-1193	4o3mA03
AF-P54132-F1-model_v4	AF-P54132-F1-model_v4_TED04	1.10.150.80	1.10.150.80	1.60e-23	84.78	1207-1298	1211-1288	4o3mA04
AF-P54136-F1-model_v4	AF-P54136-F1-model_v4_TED01	3.30.1360.70	3.30.1360.70	3.00e-26	80.53	71-183	77-167	3gdzB00
AF-P54136-F1-model_v4	AF-P54136-F1-model_v4_TED03	1.10.730.10	1.10.730.10	4.10e-30	75.16	533-660	500-653	1f7uA02
AF-P54274-F1-model_v4	AF-P54274-F1-model_v4_TED01	1.25.40.210	1.25.40.210	2.60e-79	88.63	58-268	67-253	3bqoA00
AF-P54274-F1-model_v4	AF-P54274-F1-model_v4_TED02	1.10.10.60	1.10.10.60	4.10e-18	65.71	370-439	386-431	1iv6A00
AF-P54284-F1-model_v4	AF-P54284-F1-model_v4_TED01	2.30.30.40	2.30.30.40	1.20e-54	62.58	23-177	39-135	4zw2A01
AF-P54284-F1-model_v4	AF-P54284-F1-model_v4_TED02	3.40.50.300	3.40.50.300	3.40e-86	89.53	178-368	178-233_247-361	5v2qA02
AF-P55197-F1-model_v4	AF-P55197-F1-model_v4_TED01	3.30.40.10	3.30.40.10	2.90e-12	80.47	66-201	40-208	4nn2B00
AF-P55198-F1-model_v4	AF-P55198-F1-model_v4_TED01	3.30.40.10	3.30.40.10	9.70e-12	82.42	49-184	23-187	4nn2B00
AF-P55201-F1-model_v4	AF-P55201-F1-model_v4_TED03	1.20.920.10	1.20.920.10	2.90e-32	89.63	620-754	620-740	5pqiA00
AF-P55201-F1-model_v4	AF-P55201-F1-model_v4_TED04	2.30.30.140	2.30.30.140	1.10e-43	97.5	1088-1207	1088-1204	5c6sA01
AF-P55211-F1-model_v4	AF-P55211-F1-model_v4_TED01	1.10.533.10	1.10.533.10	7.70e-23	85.98	1-107	4-95	4rhwE00
AF-P55211-F1-model_v4	AF-P55211-F1-model_v4_TED02	3.40.50.1460	3.40.50.1460	7.20e-92	82.67	140-416	153-295_314-322_336-412	1nw9B00
AF-P55212-F1-model_v4	AF-P55212-F1-model_v4_TED01	3.40.50.1460	3.40.50.1460	9.10e-98	84.07	24-293	44-172_185-282	3od5A00
AF-P55265-F1-model_v4	AF-P55265-F1-model_v4_TED02	1.10.10.10	1.10.10.10	1.10e-22	69.23	289-366	311-364	1xmkA00
AF-P55265-F1-model_v4	AF-P55265-F1-model_v4_TED03	3.30.160.20	3.30.160.20	5.20e-19	90.11	488-578	493-574	2mdrA00
AF-P55265-F1-model_v4	AF-P55265-F1-model_v4_TED05	3.30.160.20	3.30.160.20	3.20e-24	78.95	708-801	727-802	2mdrA00
AF-P56524-F1-model_v4	AF-P56524-F1-model_v4_TED01	3.40.800.20	3.40.800.20	7.10e-162	95.39	646-1057	656-733_743-1057	2vqqA00
AF-P56730-F1-model_v4	AF-P56730-F1-model_v4_TED01	3.10.250.10	3.10.250.10	2.10e-24	90.27	165-277	170-271	1by2A00
AF-P56730-F1-model_v4	AF-P56730-F1-model_v4_TED02	3.10.250.10	3.10.250.10	2.10e-37	97.17	278-383	280-382	1by2A00
AF-P56730-F1-model_v4	AF-P56730-F1-model_v4_TED03	3.10.250.10	3.10.250.10	6.10e-36	90.18	384-495	387-487	1by2A00
AF-P56730-F1-model_v4	AF-P56730-F1-model_v4_TED04	3.10.250.10	3.10.250.10	7.10e-39	87.61	496-608	501-599	6h8mA00
AF-P56730-F1-model_v4	AF-P56730-F1-model_v4_TED05	2.40.10.10	2.40.10.10	4.40e-74	37.01	622-875	640-733	2f83A05
AF-P56945-F1-model_v4	AF-P56945-F1-model_v4_TED01	2.30.30.40	2.30.30.40	5.70e-18	89.86	3-71	7-68	1wyxA00
AF-P56945-F1-model_v4	AF-P56945-F1-model_v4_TED02	1.20.120.830	1.20.120.830	3.60e-47	91.41	448-610	457-605	1z23A00
AF-P56945-F1-model_v4	AF-P56945-F1-model_v4_TED03	1.20.120.230	1.20.120.230	1.70e-52	80.0	734-870	673-678_696-722_734-869	5w93A00
AF-P57059-F1-model_v4	AF-P57059-F1-model_v4_TED01	3.30.200.20	3.30.200.20	6.20e-24	84.38	12-107	24-104	2hakH01
AF-P57059-F1-model_v4	AF-P57059-F1-model_v4_TED02	1.10.510.10	1.10.510.10	5.50e-60	96.59	108-283	110-279	3fe3A02
AF-P57075-F1-model_v4	AF-P57075-F1-model_v4_TED01	3.90.1140.10	1.10.8.10	5.70e-08	1.7	3-75	72-186_224-274	2daiA00
AF-P57075-F1-model_v4	AF-P57075-F1-model_v4_TED02	2.30.30.40	2.30.30.40	1.50e-11	91.3	277-340	278-345	2e5kA01
AF-P57075-F1-model_v4	AF-P57075-F1-model_v4_TED03	3.40.50.1240	3.40.50.1240	3.90e-88	73.21	394-658	398-407_455-638	5wdiB00
AF-P58397-F1-model_v4	AF-P58397-F1-model_v4_TED02	3.40.390.10	3.40.390.10	1.30e-71	91.88	241-457	243-474	2v4bA01
AF-P58397-F1-model_v4	AF-P58397-F1-model_v4_TED04	2.60.120.830	2.60.120.830	6.40e-35	81.29	687-825	702-814	3ghmA03
AF-P78318-F1-model_v4	AF-P78318-F1-model_v4_TED01	1.25.40.540	1.25.40.540	3.10e-63	81.78	10-234	13-129_160-226	4iypA01
AF-P78324-F1-model_v4	AF-P78324-F1-model_v4_TED01	2.60.40.10	2.60.40.10	4.50e-31	94.02	35-151	37-146	2jjuA01
AF-P78324-F1-model_v4	AF-P78324-F1-model_v4_TED02	2.60.40.10	2.60.40.10	1.10e-25	96.04	152-252	153-249	2wngA02
AF-P78324-F1-model_v4	AF-P78324-F1-model_v4_TED03	2.60.40.10	2.60.40.10	1.60e-24	87.74	253-358	256-348	4i2xE03
AF-P78364-F1-model_v4	AF-P78364-F1-model_v4_TED02	1.10.150.50	1.10.150.50	2.30e-23	94.81	932-1004	928-1004	5j8yA00
AF-P85298-F1-model_v4	AF-P85298-F1-model_v4_TED01	3.40.525.10	3.40.525.10	2.30e-49	96.86	15-100,132-201	16-102_131-200	3pegA01
AF-P85298-F1-model_v4	AF-P85298-F1-model_v4_TED02	1.10.555.10	1.10.555.10	1.10e-51	92.93	216-412	229-413	1tx4A00
AF-P98155-F1-model_v4	AF-P98155-F1-model_v4_TED03	2.120.10.30	2.120.10.30	1.20e-76	97.32	441-698	445-701	1ijqA01
AF-P98170-F1-model_v4	AF-P98170-F1-model_v4_TED01	1.10.1170.10	1.10.1170.10	1.10e-21	52.14	7-123	27-87	3siqE00
AF-P98170-F1-model_v4	AF-P98170-F1-model_v4_TED02	1.10.1170.10	1.10.1170.10	1.10e-37	56.41	124-240	159-224	1i3oF00
AF-P98170-F1-model_v4	AF-P98170-F1-model_v4_TED03	1.10.1170.10	1.10.1170.10	3.70e-34	83.19	245-354	261-357	5c3kA00
AF-P98170-F1-model_v4	AF-P98170-F1-model_v4_TED04	1.10.8.10	1.10.8.10	7.00e-17	90.74	367-420	371-419	2knaA01
